"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","g_edad","edad_m1","condicion_pil","tipo_vehi","color_vehi","causa_acc"
613,6,"Marzo","Martes",17,"Guatemala","Guatemala","Urbano","13","Hombre","29","25-29","Mayor","Ignorado","Automovil","Gris","Colisión"
614,6,"Marzo","Martes",18,"Totonicapán","San Cristóbal Totonicapán","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Normal","Pick up","Gris","Colisión"
615,6,"Marzo","Martes",15,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","49","45-49","Mayor","Ignorado","Camion","Verde","Caida"
616,6,"Marzo","Martes",21,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Camion","Blanco","Vuelco"
617,6,"Marzo","Martes",18,"Retalhuleu","El Asintal","Rural","Ignorado","Hombre","18","15-19","Mayor","Ignorado","camioneta","Blanco","Choque"
618,6,"Marzo","Martes",4,"Totonicapán","San Francisco el Alto","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Pick up","Rojo","Choque"
619,6,"Marzo","Martes",14,"Izabal","Morales","Rural","Ignorado","Hombre","29","25-29","Mayor","Ignorado","Panel","Blanco","Colisión"
620,7,"Marzo","Miercoles",8,"Guatemala","Petapa","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Pick up","Anaranjado","Colisión"
621,7,"Marzo","Miercoles",23,"Escuintla","Escuintla","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Cabezal","Rojo","Colisión"
622,7,"Marzo","Miercoles",6,"Escuintla","Siquinalá","Rural","Ignorado","Hombre","36","35-39","Mayor","Ignorado","Cabezal","Gris","Colisión"
623,7,"Marzo","Miercoles",10,"Escuintla","Santa Lucía Cotzumalguapa","Rural","Ignorado","Hombre","45","45-49","Mayor","Ignorado","Motocicleta","Negro","Colisión"
624,7,"Marzo","Miercoles",14,"San Marcos","El Rodeo","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
625,7,"Marzo","Miercoles",17,"Huehuetenango","Huehuetenango","Rural","Ignorado","Hombre","49","45-49","Mayor","Bajo efectos de alcohol","Pick up","Gris","Colisión"
626,7,"Marzo","Miercoles",22,"Petén","San Luis","Rural","Ignorado","Hombre","43","40-44","Mayor","Normal","Cabezal","Verde","Colisión"
627,7,"Marzo","Miercoles",7,"Petén","San Benito","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Colisión"
628,7,"Marzo","Miercoles",17,"Sacatepéquez","Sumpango","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Automovil","Gris","Colisión"
629,7,"Marzo","Miercoles",9,"Escuintla","Escuintla","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Cabezal","Azul","Colisión"
630,7,"Marzo","Miercoles",8,"San Marcos","Pajapita","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","camioneta","Corinto","Colisión"
631,8,"Marzo","Jueves",10,"Guatemala","Guatemala","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Blanco","Colisión"
632,8,"Marzo","Jueves",8,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Cabezal","Ignorado","Colisión"
633,8,"Marzo","Jueves",21,"Guatemala","Mixco","Rural","3","Hombre","26","25-29","Mayor","Bajo efectos de alcohol","Automovil","Corinto","Colisión"
634,8,"Marzo","Jueves",23,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","29","25-29","Mayor","Normal","Automovil","Gris","Colisión"
635,8,"Marzo","Jueves",18,"Quetzaltenango","La Esperanza","Rural","Ignorado","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Negro","Caida"
636,8,"Marzo","Jueves",11,"San Marcos","Malacatán","Rural","Ignorado","Hombre","50","50-54","Mayor","Ignorado","Pick up","Azul","Colisión"
637,8,"Marzo","Jueves",5,"Alta Verapaz","Chisec","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Camion","Blanco","Vuelco"
638,8,"Marzo","Jueves",19,"Baja Verapaz","Salamá","Urbano","Ignorado","Hombre","37","35-39","Mayor","Bajo efectos de alcohol","Automovil","Ignorado","Colisión"
639,8,"Marzo","Jueves",0,"Chimaltenango","Chimaltenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Colisión"
640,8,"Marzo","Jueves",7,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","61","55 y más","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
641,8,"Marzo","Jueves",16,"Izabal","Puerto Barrios","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Camion","Blanco","Colisión"
642,8,"Marzo","Jueves",14,"Santa Rosa","Chiquimulilla","Rural","Ignorado","Hombre","Ignorado","Ignorado","Mayor","Ignorado","Pick up","Negro","Colisión"
643,9,"Marzo","Viernes",7,"Guatemala","Guatemala","Urbano","1","Hombre","48","45-49","Mayor","Ignorado","camioneta","Blanco","Colisión"
644,9,"Marzo","Viernes",20,"Guatemala","Guatemala","Urbano","18","Hombre","46","45-49","Mayor","Ignorado","Camion","Blanco","Colisión"
645,9,"Marzo","Viernes",6,"Suchitepéquez","San Antonio Suchitepéquez","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Pick up","Corinto","Colisión"
646,10,"Marzo","Sabado",8,"Guatemala","Guatemala","Urbano","1","Hombre","29","25-29","Mayor","Bajo efectos de alcohol","Bus urbano","Rojo","Colisión"
647,10,"Marzo","Sabado",6,"Guatemala","Guatemala","Urbano","1","Mujer","32","30-34","Mayor","Normal","camioneta","Negro","Colisión"
648,10,"Marzo","Sabado",11,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Hombre","44","40-44","Mayor","Ignorado","Camion","Blanco","Vuelco"
649,10,"Marzo","Sabado",23,"Guatemala","Mixco","Urbano","5","Hombre","22","20-24","Mayor","Normal","Motocicleta","Negro","Colisión"
650,10,"Marzo","Sabado",3,"Guatemala","Guatemala","Urbano","12","Hombre","40","40-44","Mayor","Normal","Automovil","Verde","Vuelco"
651,10,"Marzo","Sabado",10,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Motocicleta","Rojo","Colisión"
652,10,"Marzo","Sabado",20,"Jutiapa","Jalpatagua","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Pick up","Café","Choque"
653,10,"Marzo","Sabado",1,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","52","50-54","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
654,10,"Marzo","Sabado",19,"Escuintla","Escuintla","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","camioneta","Gris","Colisión"
655,10,"Marzo","Sabado",0,"Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","52","50-54","Mayor","Normal","Pick up","Rojo","Colisión"
656,10,"Marzo","Sabado",16,"Huehuetenango","Chiantla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Colisión"
657,10,"Marzo","Sabado",8,"Petén","Flores","Rural","Ignorado","Hombre","27","25-29","Mayor","Normal","Motocicleta","Rojo","Colisión"
658,11,"Marzo","Domingo",20,"Guatemala","Guatemala","Urbano","1","Hombre","43","40-44","Mayor","Normal","Automovil","Azul","Colisión"
659,11,"Marzo","Domingo",19,"Guatemala","Guatemala","Urbano","18","Hombre","30","30-34","Mayor","Normal","Pick up","Rojo","Vuelco"
660,11,"Marzo","Domingo",0,"Guatemala","Guatemala","Urbano","7","Hombre","21","20-24","Mayor","Normal","Automovil","Negro","Colisión"
661,11,"Marzo","Domingo",1,"Guatemala","Villa Nueva","Urbano","1","Hombre","24","20-24","Mayor","Normal","Microbus","Blanco","Colisión"
662,11,"Marzo","Domingo",10,"Guatemala","Amatitlán","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Motocicleta","Verde","Colisión"
663,11,"Marzo","Domingo",15,"Guatemala","Mixco","Urbano","4","Mujer","24","20-24","Mayor","Normal","Automovil","Café","Colisión"
664,11,"Marzo","Domingo",10,"Escuintla","La Democracia","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Pick up","Negro","Colisión"
665,11,"Marzo","Domingo",21,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Pick up","Rojo","Colisión"
666,11,"Marzo","Domingo",21,"Suchitepéquez","Mazatenango","Urbano","1","Hombre","47","45-49","Mayor","Bajo efectos de alcohol","Pick up","Gris","Colisión"
667,11,"Marzo","Domingo",12,"Quetzaltenango","Quetzaltenango","Urbano","3","Mujer","28","25-29","Mayor","Normal","Automovil","Morado","Colisión"
668,11,"Marzo","Domingo",22,"San Marcos","San Marcos","Rural","Ignorado","Hombre","56","55 y más","Mayor","Normal","camioneta","Negro","Colisión"
669,11,"Marzo","Domingo",7,"El Progreso","San Cristobal Acasaguastlán","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","camioneta","Blanco","Caida"
670,11,"Marzo","Domingo",23,"Chimaltenango","Acatenango","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","Bus extraurbano","Amarillo","Vuelco"
671,12,"Marzo","Lunes",21,"Guatemala","Guatemala","Urbano","11","Hombre","32","30-34","Mayor","Normal","Automovil","Gris","Colisión"
672,12,"Marzo","Lunes",22,"Guatemala","Guatemala","Urbano","7","Hombre","32","30-34","Mayor","Normal","Automovil","Blanco","Colisión"
673,12,"Marzo","Lunes",22,"Guatemala","Guatemala","Urbano","6","Mujer","37","35-39","Mayor","Ignorado","Automovil","Rojo","Colisión"
674,12,"Marzo","Lunes",20,"Guatemala","Guatemala","Urbano","7","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Negro","Colisión"
675,12,"Marzo","Lunes",21,"Escuintla","Escuintla","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","Camion","Turqueza","Colisión"
676,12,"Marzo","Lunes",23,"San Marcos","Ayutla","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Pick up","Negro","Colisión"
677,12,"Marzo","Lunes",21,"Chimaltenango","San José Poaquil","Rural","Ignorado","Hombre","28","25-29","Mayor","Ignorado","Pick up","Verde","Choque"
678,12,"Marzo","Lunes",2,"Petén","Flores","Rural","Ignorado","Hombre","42","40-44","Mayor","Ignorado","Automovil","Celeste","Colisión"
679,13,"Marzo","Martes",0,"Guatemala","Guatemala","Urbano","12","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Ignorado","Colisión"
680,13,"Marzo","Martes",8,"Guatemala","Guatemala","Urbano","13","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
681,13,"Marzo","Martes",13,"Guatemala","Guatemala","Urbano","10","Mujer","31","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
682,13,"Marzo","Martes",19,"Guatemala","Villa Nueva","Urbano","5","Hombre","44","40-44","Mayor","Ignorado","Cabezal","Blanco","Colisión"
683,13,"Marzo","Martes",16,"Guatemala","Mixco","Urbano","11","Hombre","29","25-29","Mayor","Ignorado","Automovil","Rojo","Choque"
684,13,"Marzo","Martes",17,"Chiquimula","Chiquimula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
685,13,"Marzo","Martes",13,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Jeep","Beige","Vuelco"
686,14,"Marzo","Miercoles",17,"Jalapa","Jalapa","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Azul","Colisión"
687,14,"Marzo","Miercoles",22,"Escuintla","Escuintla","Urbano","Ignorado","Hombre","32","30-34","Mayor","Ignorado","Pick up","Café","Colisión"
688,14,"Marzo","Miercoles",15,"Escuintla","Escuintla","Rural","Ignorado","Mujer","22","20-24","Mayor","Ignorado","Automovil","Gris","Vuelco"
689,14,"Marzo","Miercoles",16,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Verde","Colisión"
690,14,"Marzo","Miercoles",16,"Izabal","Puerto Barrios","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Colisión"
691,14,"Marzo","Miercoles",14,"Sacatepéquez","San Bartolomé","Rural","Ignorado","Hombre","55","55 y más","Mayor","Ignorado","Pick up","Azul","Colisión"
692,15,"Marzo","Jueves",8,"Retalhuleu","San Sebastián","Rural","Ignorado","Hombre","39","35-39","Mayor","Normal","Camion","Blanco","Colisión"
693,15,"Marzo","Jueves",16,"Retalhuleu","Nuevo San Carlos","Rural","Ignorado","Hombre","26","25-29","Mayor","Normal","camioneta","Ignorado","Choque"
694,15,"Marzo","Jueves",7,"Guatemala","Fraijanes","Rural","Ignorado","Mujer","35","35-39","Mayor","Ignorado","Automovil","Gris","Colisión"
695,16,"Marzo","Viernes",5,"Escuintla","Palín","Rural","Ignorado","Hombre","30","30-34","Mayor","Ignorado","Pick up","Beige","Colisión"
696,16,"Marzo","Viernes",8,"Suchitepéquez","Rio Bravo","Rural","Ignorado","Hombre","21","20-24","Mayor","Ignorado","camioneta","Gris","Colisión"
697,16,"Marzo","Viernes",8,"Quetzaltenango","Cantel","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","Colisión"
698,16,"Marzo","Viernes",3,"Izabal","Puerto Barrios","Urbano","1","Hombre","34","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
699,17,"Marzo","Sabado",2,"Jalapa","Jalapa","Rural","Ignorado","Hombre","24","20-24","Mayor","Bajo efectos de alcohol","Motocicleta","Azul","Choque"
700,17,"Marzo","Sabado",18,"Escuintla","Escuintla","Rural","Ignorado","Hombre","43","40-44","Mayor","Ignorado","Pick up","Gris","Colisión"
701,17,"Marzo","Sabado",16,"Escuintla","Masagua","Rural","Ignorado","Hombre","38","35-39","Mayor","Ignorado","Motocicleta","Gris","Colisión"
702,17,"Marzo","Sabado",21,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Verde","Colisión"
703,17,"Marzo","Sabado",16,"Suchitepéquez","Cuyotenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Ignorado","Colisión"
704,17,"Marzo","Sabado",21,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","25","25-29","Mayor","Ignorado","Automovil","Rojo","Choque"
705,17,"Marzo","Sabado",7,"El Progreso","San Antonio la Paz","Rural","Ignorado","Hombre","40","40-44","Mayor","Normal","camioneta","Gris","Colisión"
706,17,"Marzo","Sabado",5,"Izabal","Morales","Rural","Ignorado","Hombre","21","20-24","Mayor","Normal","Automovil","Ignorado","Choque"
707,18,"Marzo","Domingo",16,"Guatemala","Guatemala","Urbano","5","Hombre","50","50-54","Mayor","Normal","Automovil","Azul","Colisión"
708,18,"Marzo","Domingo",5,"Guatemala","Mixco","Urbano","6","Mujer","21","20-24","Mayor","Normal","Motocicleta","Ignorado","Colisión"
709,18,"Marzo","Domingo",9,"Chiquimula","Chiquimula","Rural","Ignorado","Hombre","34","30-34","Mayor","Normal","Microbus","Ignorado","Choque"
710,18,"Marzo","Domingo",19,"Chiquimula","Quetzaltepeque","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus extraurbano","Amarillo","Vuelco"
711,18,"Marzo","Domingo",22,"Zacapa","Zacapa","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
712,18,"Marzo","Domingo",1,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
713,18,"Marzo","Domingo",22,"Suchitepéquez","Mazatenango","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","Pick up","Blanco","Colisión"
714,18,"Marzo","Domingo",12,"Retalhuleu","El Asintal","Urbano","Ignorado","Hombre","37","35-39","Mayor","Bajo efectos de alcohol","Automovil","Ignorado","Choque"
715,18,"Marzo","Domingo",0,"Petén","Poptún","Rural","Ignorado","Hombre","25","25-29","Mayor","Bajo efectos de alcohol","Motocicleta","Negro","Choque"
716,18,"Marzo","Domingo",20,"Sacatepéquez","Antigua Guatemala","Rural","Ignorado","Hombre","59","55 y más","Mayor","Ignorado","camioneta","Verde","Colisión"
717,19,"Marzo","Lunes",20,"Guatemala","Guatemala","Urbano","5","Hombre","50","50-54","Mayor","Ignorado","camioneta","Beige","Colisión"
718,19,"Marzo","Lunes",7,"Guatemala","Guatemala","Urbano","6","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Azul","Colisión"
719,19,"Marzo","Lunes",15,"Guatemala","Guatemala","Urbano","15","Mujer","40","40-44","Mayor","Normal","camioneta","Corinto","Colisión"
720,19,"Marzo","Lunes",14,"Santa Rosa","Cuilapa","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Ignorado","Colisión"
721,19,"Marzo","Lunes",11,"Quetzaltenango","Coatepeque","Urbano","3","Hombre","34","30-34","Mayor","Normal","Microbus","Blanco","Colisión"
722,19,"Marzo","Lunes",4,"Quetzaltenango","Quetzaltenango","Urbano","1","Hombre","16","15-19","Menor","Ignorado","camioneta","Blanco","Colisión"
723,19,"Marzo","Lunes",18,"Huehuetenango","Soloma","Urbano","1","Hombre","35","35-39","Mayor","Ignorado","Pick up","Negro","Colisión"
724,19,"Marzo","Lunes",14,"El Progreso","San Agustín Acasagustlán","Rural","Ignorado","Hombre","17","15-19","Menor","Ignorado","Pick up","Rojo","Vuelco"
725,19,"Marzo","Lunes",15,"Izabal","El Estor","Rural","Ignorado","Hombre","25","25-29","Mayor","Ignorado","Automovil","Gris","Choque"
726,19,"Marzo","Lunes",8,"Quiché","Santa Cruz del Quiché","Urbano","4","Hombre","23","20-24","Mayor","Ignorado","Motocicleta","Rojo","Colisión"
727,20,"Marzo","Martes",14,"Guatemala","Mixco","Urbano","1","Mujer","21","20-24","Mayor","Ignorado","Automovil","Gris","Choque"
728,20,"Marzo","Martes",2,"Jutiapa","Jutiapa","Rural","Ignorado","Hombre","16","15-19","Menor","Ignorado","Pick up","Azul","Colisión"
729,20,"Marzo","Martes",6,"Suchitepéquez","Mazatenango","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Rojo","Choque"
730,20,"Marzo","Martes",13,"Totonicapán","Totonicapán","Rural","Ignorado","Hombre","49","45-49","Mayor","Ignorado","Pick up","Celeste","Caida"
731,20,"Marzo","Martes",17,"Solola","Sololá","Rural","Ignorado","Hombre","31","30-34","Mayor","Ignorado","Pick up","Azul","Colisión"
732,21,"Marzo","Miercoles",0,"Guatemala","Guatemala","Urbano","18","Hombre","59","55 y más","Mayor","Ignorado","Automovil","Gris","Colisión"
733,21,"Marzo","Miercoles",19,"Guatemala","San Raimundo","Rural","Ignorado","Hombre","35","35-39","Mayor","Ignorado","Automovil","Beige","Colisión"
734,21,"Marzo","Miercoles",22,"Guatemala","San Pedro Sacatepéquez","Rural","Ignorado","Hombre","37","35-39","Mayor","Ignorado","Automovil","Café","Colisión"
735,21,"Marzo","Miercoles",7,"Zacapa","Gualán","Rural","Ignorado","Hombre","50","50-54","Mayor","Ignorado","Bus extraurbano","Verde","Colisión"
736,21,"Marzo","Miercoles",14,"Santa Rosa","Cuilapa","Urbano","1","Hombre","58","55 y más","Mayor","Ignorado","Automovil","Corinto","Colisión"
737,21,"Marzo","Miercoles",15,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Mujer","42","40-44","Mayor","Ignorado","camioneta","Gris","Colisión"
738,21,"Marzo","Miercoles",22,"Quiché","Nebaj","Rural","Ignorado","Hombre","39","35-39","Mayor","Bajo efectos de alcohol","Pick up","Verde","Colisión"
739,21,"Marzo","Miercoles",22,"Quiché","Santa Cruz del Quiché","Urbano","1","Hombre","37","35-39","Mayor","Ignorado","Motocicleta","Anaranjado","Colisión"
740,22,"Marzo","Jueves",10,"Guatemala","San Pedro Ayampuc","Rural","Ignorado","Hombre","33","30-34","Mayor","Normal","Automovil","Verde","Colisión"
741,22,"Marzo","Jueves",14,"Zacapa","Zacapa","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","camioneta","Blanco","Colisión"
742,22,"Marzo","Jueves",22,"Escuintla","Escuintla","Rural","Ignorado","Hombre","20","20-24","Mayor","Normal","Automovil","Celeste","Choque"
743,22,"Marzo","Jueves",8,"Quetzaltenango","Quetzaltenango","Rural","Ignorado","Hombre","80","55 y más","Mayor","Normal","Automovil","Blanco","Colisión"
744,22,"Marzo","Jueves",19,"Quetzaltenango","Quetzaltenango","Urbano","3","Hombre","19","15-19","Mayor","Bajo efectos de alcohol","Motocicleta","Negro","Colisión"
745,22,"Marzo","Jueves",6,"Chimaltenango","Chimaltenango","Rural","Ignorado","Hombre","62","55 y más","Mayor","Ignorado","camioneta","Verde","Colisión"
746,23,"Marzo","Viernes",15,"Guatemala","Guatemala","Urbano","1","Hombre","25","25-29","Mayor","Ignorado","Pick up","Negro","Colisión"
747,23,"Marzo","Viernes",22,"Guatemala","Mixco","Urbano","1","Mujer","24","20-24","Mayor","Ignorado","Automovil","Blanco","Choque"
748,23,"Marzo","Viernes",8,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Colisión"
749,23,"Marzo","Viernes",7,"Santa Rosa","Cuilapa","Rural","Ignorado","Hombre","39","35-39","Mayor","Ignorado","Camion","Azul","Colisión"
750,24,"Marzo","Sabado",23,"Guatemala","Villa Nueva","Urbano","1","Hombre","27","25-29","Mayor","Normal","Automovil","Verde","Colisión"
751,24,"Marzo","Sabado",9,"Guatemala","Mixco","Urbano","6","Hombre","31","30-34","Mayor","Normal","Microbus","Blanco","Colisión"
752,24,"Marzo","Sabado",16,"Escuintla","Escuintla","Rural","Ignorado","Hombre","38","35-39","Mayor","Normal","Bus urbano","Amarillo","Colisión"
753,24,"Marzo","Sabado",5,"Escuintla","Escuintla","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Colisión"
754,24,"Marzo","Sabado",16,"Suchitepéquez","Patulul","Rural","Ignorado","Hombre","28","25-29","Mayor","Normal","Pick up","Azul","Colisión"
755,24,"Marzo","Sabado",9,"Quetzaltenango","Quetzaltenango","Urbano","7","Hombre","54","50-54","Mayor","Normal","Camion","Blanco","Colisión"
756,24,"Marzo","Sabado",23,"San Marcos","Ayutla","Urbano","2","Hombre","24","20-24","Mayor","Ignorado","Motocicleta","Blanco","Choque"
757,25,"Marzo","Domingo",21,"Escuintla","Escuintla","Urbano","Ignorado","Mujer","35","35-39","Mayor","Normal","camioneta","Azul","Colisión"
758,25,"Marzo","Domingo",23,"Escuintla","San José","Rural","Ignorado","Hombre","21","20-24","Mayor","Normal","Motocicleta","Rojo","Vuelco"
759,25,"Marzo","Domingo",18,"Escuintla","Palín","Rural","Ignorado","Hombre","30","30-34","Mayor","Normal","camioneta","Gris","Colisión"
760,25,"Marzo","Domingo",14,"Santa Rosa","Casillas","Urbano","1","Hombre","18","15-19","Mayor","Normal","Mototaxi","Rojo","Colisión"
761,25,"Marzo","Domingo",14,"Totonicapán","Totonicapán","Rural","Ignorado","Mujer","57","55 y más","Mayor","Normal","camioneta","Ignorado","Vuelco"
762,25,"Marzo","Domingo",14,"El Progreso","Sanarate","Rural","Ignorado","Hombre","46","45-49","Mayor","Normal","Camion","Negro","Colisión"
763,25,"Marzo","Domingo",1,"Petén","Flores","Urbano","Ignorado","Hombre","27","25-29","Mayor","Normal","Automovil","Azul","Colisión"
764,26,"Marzo","Lunes",13,"Guatemala","Guatemala","Urbano","10","Hombre","22","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
765,26,"Marzo","Lunes",2,"Guatemala","Guatemala","Urbano","7","Hombre","35","35-39","Mayor","Ignorado","Motocicleta","Negro","Choque"
766,26,"Marzo","Lunes",9,"Jutiapa","Moyuta","Rural","Ignorado","Hombre","23","20-24","Mayor","Ignorado","camioneta","Blanco","Caida"
767,26,"Marzo","Lunes",7,"Jalapa","Jalapa","Urbano","2","Hombre","25","25-29","Mayor","Normal","Microbus","Azul","Colisión"
768,26,"Marzo","Lunes",2,"Zacapa","Zacapa","Rural","Ignorado","Hombre","14","Menos de 15","Menor","Ignorado","Motocicleta","Negro","Choque"
769,26,"Marzo","Lunes",6,"Santa Rosa","Taxisco","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Negro","Colisión"
770,26,"Marzo","Lunes",9,"Quetzaltenango","Colomba","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Camion","Blanco","Colisión"
771,26,"Marzo","Lunes",18,"Izabal","Livingston","Rural","Ignorado","Hombre","20","20-24","Mayor","Ignorado","Motocicleta","Ignorado","Choque"
772,26,"Marzo","Lunes",12,"Petén","La Libertad_duplicated_1705","Rural","Ignorado","Hombre","27","25-29","Mayor","Ignorado","Motocicleta","Ignorado","Colisión"
773,27,"Marzo","Martes",17,"Guatemala","Guatemala","Urbano","7","Mujer","31","30-34","Mayor","Ignorado","Automovil","Verde","Colisión"
774,27,"Marzo","Martes",15,"Guatemala","Villa Nueva","Rural","Ignorado","Hombre","33","30-34","Mayor","Ignorado","Panel","Blanco","Colisión"
775,27,"Marzo","Martes",20,"Guatemala","Villa Nueva","Urbano","5","Hombre","31","30-34","Mayor","Normal","Bus extraurbano","Amarillo","Colisión"
776,27,"Marzo","Martes",18,"Guatemala","Mixco","Urbano","6","Hombre","25","25-29","Mayor","Normal","Bus urbano","Rojo","Colisión"
777,27,"Marzo","Martes",9,"Escuintla","Palín","Rural","Ignorado","Hombre","17","15-19","Menor","Ignorado","Motocicleta","Gris","Caida"
778,27,"Marzo","Martes",0,"San Marcos","San Pedro Sacatepéquez_duplicated_1202","Rural","Ignorado","Hombre","40","40-44","Mayor","Ignorado","camioneta","Blanco","Choque"
779,27,"Marzo","Martes",16,"Izabal","Morales","Urbano","Ignorado","Hombre","62","55 y más","Mayor","Ignorado","Automovil","Gris","Vuelco"
780,27,"Marzo","Martes",19,"Petén","Poptún","Urbano","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Verde","Colisión"
781,28,"Marzo","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","18","15-19","Mayor","Ignorado","Pick up","Blanco","Colisión"
782,28,"Marzo","Miercoles",10,"Guatemala","Guatemala","Urbano","1","Hombre","52","50-54","Mayor","Ignorado","Microbus","Gris","Colisión"
783,28,"Marzo","Miercoles",19,"Guatemala","Santa Catarina Pinula","Rural","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Azul","Colisión"
784,28,"Marzo","Miercoles",1,"Guatemala","Petapa","Urbano","Ignorado","Hombre","36","35-39","Mayor","Bajo efectos de alcohol","Automovil","Gris","Colisión"
785,28,"Marzo","Miercoles",13,"Jutiapa","San José Acatempa","Rural","Ignorado","Hombre","34","30-34","Mayor","Ignorado","Pick up","Negro","Colisión"
