<<<<<<< Updated upstream
"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","estado_pil","tipo_v","color_v","modelo_v","causa_ac"
29,"Octubre","Viernes",0,"Jutiapa","Rural",99,"Hombre",23,"Ignorado","Camion","Blanco",9999,"Colision"
29,"Octubre","Viernes",0,"Jutiapa","Rural",99,"Hombre",30,"Ignorado","Camion","Blanco",9999,"Colision"
26,"Noviembre","Viernes",0,"Baja Verapaz","Rural",99,"Hombre",33,"No Ebrio","Camioneta","Verde",2003,"Colision"
31,"Enero","Domingo",0,"Jutiapa","Rural",99,"Hombre",20,"Ebrio","Pick-up","Verde",2000,"Colision"
29,"Octubre","Viernes",0,"Guatemala","Urbano",13,"Hombre",33,"No Ebrio","Motocicleta","Negro",2010,"Colision"
29,"Octubre","Viernes",0,"Guatemala","Urbano",13,"Hombre",21,"No Ebrio","Motocicleta","Negro",9999,"Colision"
23,"Diciembre","Jueves",0,"Guatemala","Urbano",1,"Hombre",28,"No Ebrio","Automovil","Verde",9999,"Colision"
27,"Mayo","Jueves",0,"Retalhuleu","Rural",99,"Hombre",39,"No Ebrio","Automovil","Verde",1990,"Colision"
27,"Mayo","Jueves",0,"Retalhuleu","Rural",99,"Hombre",52,"No Ebrio","Automovil","Ignorado",9999,"Colision"
23,"Diciembre","Jueves",0,"Jutiapa","Rural",99,"Hombre",30,"Ignorado","Automovil","Negro",1995,"Colision"
23,"Diciembre","Jueves",0,"Jutiapa","Rural",99,"Hombre",22,"Ignorado","Pick-up","Azul",1998,"Colision"
24,"Diciembre","Viernes",0,"Guatemala","Urbano",2,"Hombre",28,"No Ebrio","Automovil","Blanco",1998,"Colision"
24,"Diciembre","Viernes",0,"Guatemala","Urbano",2,"Hombre",28,"No Ebrio","Pick-up","Negro",9999,"Colision"
25,"Julio","Domingo",0,"Guatemala","Urbano",6,"Hombre",34,"No Ebrio","Automovil","Blanco",2009,"Colision"
25,"Julio","Domingo",0,"Guatemala","Urbano",6,"Hombre",18,"No Ebrio","Motocicleta","Azul",9999,"Colision"
25,"Marzo","Jueves",0,"Jutiapa","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Colision"
25,"Marzo","Jueves",0,"Jutiapa","Rural",99,"Hombre",20,"No Ebrio","Motocicleta","Ignorado",9999,"Colision"
29,"Septiembre","Miercoles",0,"Retalhuleu","Urbano",99,"Hombre",30,"No Ebrio","Mototaxi","Rojo",2009,"Colision"
29,"Septiembre","Miercoles",0,"Retalhuleu","Urbano",99,"Hombre",33,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
31,"Octubre","Domingo",0,"Baja Verapaz","Rural",99,"Hombre",40,"No Ebrio","Motocicleta","Negro",2008,"Colision"
26,"Marzo","Viernes",0,"Escuintla","Urbano",99,"Hombre",33,"Ignorado","Motocicleta","Rojo",2001,"Choque"
26,"Marzo","Viernes",0,"Escuintla","Urbano",99,"Hombre",31,"Ignorado","Microbus","Rojo",2007,"Choque"
29,"Diciembre","Miercoles",0,"Quetzaltenango","Rural",99,"Hombre",53,"Ignorado","Motocicleta","Rojo",2005,"Colision"
29,"Diciembre","Miercoles",0,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Rojo",2005,"Colision"
31,"Marzo","Miercoles",0,"Guatemala","Urbano",18,"Ignorado",999,"Ignorado","Cabezal","Blanco",9999,"Colision"
31,"Marzo","Miercoles",0,"Guatemala","Urbano",18,"Hombre",33,"No Ebrio","Camioneta","Blanco",9999,"Colision"
1,"Noviembre","Lunes",0,"Jutiapa","Rural",99,"Hombre",32,"Ignorado","Camioneta","Gris",9999,"Caida"
1,"Enero","Viernes",0,"Retalhuleu","Rural",99,"Hombre",54,"No Ebrio","Pick-up","Azul",9999,"Choque"
3,"Diciembre","Viernes",0,"Quetzaltenango","Urbano",99,"Ignorado",999,"Ignorado","Cabezal","Ignorado",9999,"Colision"
4,"Diciembre","Sabado",0,"Guatemala","Urbano",6,"Hombre",19,"Ignorado","Motocicleta","Negro",9999,"Choque"
7,"Marzo","Domingo",0,"Santa Rosa","Rural",99,"Hombre",25,"Ignorado","Automovil","Beige",1994,"Choque"
10,"Diciembre","Viernes",0,"Guatemala","Urbano",2,"Hombre",26,"Ebrio","Automovil","Azul",1992,"Choque"
11,"Marzo","Jueves",0,"Guatemala","Urbano",1,"Hombre",32,"Ignorado","Automovil","Azul",1985,"Choque"
11,"Septiembre","Sabado",0,"Quetzaltenango","Urbano",7,"Hombre",39,"Ebrio","Camioneta","Blanco",1996,"Choque"
17,"Noviembre","Miercoles",0,"Jutiapa","Rural",99,"Hombre",27,"Ignorado","Motocicleta","Azul",9999,"Caida"
20,"Junio","Domingo",0,"Retalhuleu","Rural",99,"Hombre",22,"No Ebrio","Motocicleta","Rojo",9999,"Choque"
15,"Septiembre","Miercoles",0,"Quetzaltenango","Urbano",99,"Hombre",22,"Ignorado","Pick-up","Celeste",1996,"Choque"
15,"Septiembre","Miercoles",0,"Baja Verapaz","Rural",99,"Ignorado",999,"Ignorado","Automovil","Ignorado",9999,"Colision"
21,"Noviembre","Domingo",0,"Santa Rosa","Rural",99,"Hombre",20,"No Ebrio","Motocicleta","Blanco",9999,"Choque"
18,"Marzo","Jueves",0,"Peten","Urbano",99,"Hombre",19,"Ignorado","Motocicleta","Ignorado",9999,"Choque"
26,"Enero","Martes",0,"Quiche","Urbano",2,"Hombre",28,"Ignorado","Motocicleta","Rojo",1996,"Caida"
21,"Noviembre","Domingo",0,"Peten","Rural",99,"Hombre",28,"No Ebrio","Motocicleta","Ignorado",9999,"Choque"
21,"Julio","Miercoles",0,"Alta Verapaz","Rural",99,"Hombre",33,"Ignorado","Panel","Blanco",9999,"Caida"
23,"Marzo","Martes",0,"Guatemala","Urbano",18,"Hombre",72,"No Ebrio","Taxi","Blanco",9999,"Choque"
28,"Noviembre","Domingo",0,"Guatemala","Urbano",12,"Mujer",21,"Ebrio","Motocicleta","Azul",2000,"Choque"
25,"Septiembre","Sabado",0,"Huehuetenango","Rural",99,"Hombre",27,"Ignorado","Automovil","Rojo",9999,"Choque"
24,"Diciembre","Viernes",0,"Solola","Rural",99,"Ignorado",999,"Ignorado","Camioneta","Amarillo",9999,"Caida"
31,"Octubre","Domingo",0,"Baja Verapaz","Rural",99,"Hombre",35,"Ebrio","Motocicleta","Azul",2009,"Colision"
28,"Diciembre","Martes",0,"Guatemala","Urbano",3,"Hombre",27,"Ebrio","Pick-up","Gris",9999,"Choque"
28,"Marzo","Domingo",0,"Sacatepequez","Rural",99,"Ignorado",999,"Ignorado","Automovil","Blanco",9999,"Choque"
31,"Diciembre","Viernes",0,"Retalhuleu","Rural",99,"Hombre",18,"Ignorado","Camioneta","Azul",2002,"Vuelco"
31,"Julio","Sabado",0,"Guatemala","Rural",99,"Hombre",25,"No Ebrio","Pick-up","Blanco",1988,"Choque"
1,"Septiembre","Miercoles",1,"Guatemala","Urbano",18,"Hombre",23,"No Ebrio","Automovil","Blanco",9999,"Colision"
1,"Noviembre","Lunes",1,"Guatemala","Urbano",1,"Hombre",28,"Ignorado","Camion","Blanco",9999,"Colision"
1,"Noviembre","Lunes",1,"Guatemala","Urbano",1,"Hombre",23,"Ignorado","Automovil","Rojo",9999,"Colision"
1,"Julio","Jueves",1,"Guatemala","Urbano",13,"Hombre",23,"Ebrio","Automovil","Ignorado",1998,"Colision"
1,"Julio","Jueves",1,"Guatemala","Urbano",13,"Hombre",999,"No Ebrio","Microbus","Ignorado",9999,"Colision"
3,"Septiembre","Viernes",1,"Guatemala","Urbano",10,"Hombre",25,"No Ebrio","Pick-up","Beige",1980,"Colision"
3,"Septiembre","Viernes",1,"Guatemala","Urbano",10,"Mujer",52,"No Ebrio","Camioneta","Gris",2010,"Colision"
1,"Mayo","Sabado",1,"Peten","Rural",99,"Ignorado",999,"Ignorado","Motocicleta","Ignorado",9999,"Colision"
1,"Mayo","Sabado",1,"Quiche","Rural",99,"Hombre",41,"No Ebrio","Pick-up","Gris",9999,"Colision"
1,"Mayo","Sabado",1,"Quiche","Rural",99,"Ignorado",999,"Ignorado","Automovil","Rojo",9999,"Colision"
5,"Julio","Lunes",1,"Guatemala","Urbano",7,"Mujer",38,"No Ebrio","Automovil","Beige",9999,"Colision"
5,"Julio","Lunes",1,"Guatemala","Urbano",7,"Hombre",38,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
2,"Mayo","Domingo",1,"Chiquimula","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Ignorado",9999,"Colision"
2,"Mayo","Domingo",1,"Chiquimula","Rural",99,"Hombre",28,"No Ebrio","Motocicleta","Negro",9999,"Colision"
6,"Noviembre","Sabado",1,"Guatemala","Rural",99,"Hombre",36,"Ignorado","Pick-up","Azul",1988,"Colision"
6,"Noviembre","Sabado",1,"Guatemala","Rural",99,"Hombre",35,"Ignorado","Automovil","Rojo",1991,"Colision"
6,"Noviembre","Sabado",1,"Guatemala","Urbano",10,"Hombre",18,"Ignorado","Automovil","Gris",9999,"Colision"
6,"Agosto","Viernes",1,"Guatemala","Urbano",1,"Hombre",22,"No Ebrio","Camioneta","Azul",1996,"Colision"
6,"Agosto","Viernes",1,"Guatemala","Urbano",1,"Hombre",37,"No Ebrio","Panel","Blanco",9999,"Colision"
5,"Mayo","Miercoles",1,"Guatemala","Urbano",19,"Hombre",25,"Ebrio","Automovil","Negro",2002,"Colision"
5,"Mayo","Miercoles",1,"Guatemala","Urbano",19,"Hombre",24,"Ebrio","Automovil","Blanco",9999,"Colision"
8,"Octubre","Viernes",1,"Chimaltenango","Rural",99,"Hombre",26,"Ignorado","Motocicleta","Celeste",9999,"Colision"
8,"Octubre","Viernes",1,"Chimaltenango","Rural",99,"Hombre",21,"Ignorado","Automovil","Rojo",9999,"Colision"
9,"Julio","Viernes",1,"Baja Verapaz","Rural",99,"Hombre",33,"No Ebrio","Pick-up","Verde",1999,"Colision"
9,"Julio","Viernes",1,"Baja Verapaz","Rural",99,"Ignorado",999,"Ignorado","Camion","Gris",9999,"Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Hombre",33,"Ebrio","Automovil","Negro",1991,"Colision"
12,"Junio","Sabado",1,"Guatemala","Urbano",12,"Hombre",35,"No Ebrio","Panel","Beige",2009,"Colision"
9,"Mayo","Domingo",1,"Guatemala","Urbano",99,"Hombre",34,"No Ebrio","Camion","Blanco",1986,"Colision"
9,"Mayo","Domingo",1,"Guatemala","Urbano",99,"Hombre",30,"Ebrio","Automovil","Blanco",9999,"Colision"
11,"Julio","Domingo",1,"Quetzaltenango","Urbano",3,"Hombre",24,"No Ebrio","Pick-up","Blanco",1988,"Colision"
11,"Julio","Domingo",1,"Quetzaltenango","Urbano",3,"Hombre",27,"No Ebrio","Automovil","Rojo",2006,"Colision"
10,"Mayo","Lunes",1,"Escuintla","Rural",99,"Hombre",52,"No Ebrio","Cabezal","Azul",1998,"Colision"
10,"Mayo","Lunes",1,"Escuintla","Rural",99,"Hombre",35,"No Ebrio","Camioneta","Gris",2009,"Colision"
16,"Junio","Miercoles",1,"San Marcos","Rural",99,"Ignorado",999,"Ignorado","Camion","Blanco",9999,"Colision"
16,"Junio","Miercoles",1,"San Marcos","Rural",99,"Hombre",28,"Ebrio","Automovil","Gris",9999,"Colision"
17,"Octubre","Domingo",1,"Guatemala","Rural",99,"Hombre",40,"No Ebrio","Automovil","Rojo",1997,"Colision"
17,"Octubre","Domingo",1,"Guatemala","Rural",99,"Hombre",40,"No Ebrio","Camioneta","Rojo",9999,"Colision"
19,"Febrero","Viernes",1,"Zacapa","Rural",99,"Ignorado",999,"Ignorado","Camion","Ignorado",9999,"Colision"
14,"Agosto","Sabado",1,"Guatemala","Urbano",9,"Hombre",20,"Ignorado","Automovil","Negro",1993,"Colision"
14,"Agosto","Sabado",1,"Guatemala","Urbano",9,"Hombre",32,"No Ebrio","Bus extraurbano","Verde",9999,"Colision"
13,"Diciembre","Lunes",1,"Alta Verapaz","Rural",99,"Hombre",32,"No Ebrio","Automovil","Corinto",1996,"Colision"
13,"Diciembre","Lunes",1,"Alta Verapaz","Rural",99,"Hombre",38,"No Ebrio","Pick-up","Corinto",1996,"Colision"
13,"Diciembre","Lunes",1,"Alta Verapaz","Rural",99,"Hombre",59,"Ebrio","Pick-up","Negro",2011,"Colision"
10,"Abril","Sabado",1,"Guatemala","Urbano",5,"Hombre",999,"Ignorado","Automovil","Rojo",1994,"Colision"
10,"Abril","Sabado",1,"Guatemala","Urbano",5,"Hombre",40,"No Ebrio","Motocicleta","Blanco",2009,"Colision"
15,"Diciembre","Miercoles",1,"Guatemala","Urbano",11,"Hombre",25,"No Ebrio","Cabezal","Rojo",1992,"Colision"
15,"Diciembre","Miercoles",1,"Guatemala","Urbano",11,"Hombre",22,"Ebrio","Motocicleta","Negro",9999,"Colision"
21,"Junio","Lunes",1,"Guatemala","Urbano",12,"Hombre",33,"No Ebrio","Microbus","Blanco",1993,"Colision"
21,"Junio","Lunes",1,"Guatemala","Urbano",12,"Ignorado",999,"Ignorado","Automovil","Verde",9999,"Colision"
17,"Diciembre","Viernes",1,"Guatemala","Urbano",6,"Hombre",38,"Ignorado","Automovil","Rojo",1995,"Colision"
17,"Diciembre","Viernes",1,"Guatemala","Urbano",6,"Hombre",22,"Ignorado","Automovil","Gris",1999,"Colision"
22,"Octubre","Viernes",1,"Solola","Rural",99,"Hombre",27,"No Ebrio","Camion","Azul",9999,"Colision"
22,"Octubre","Viernes",1,"Solola","Rural",99,"Hombre",33,"No Ebrio","Pick-up","Celeste",9999,"Colision"
22,"Octubre","Viernes",1,"Solola","Rural",99,"Hombre",33,"No Ebrio","Pick-up","Gris",9999,"Colision"
23,"Octubre","Sabado",1,"Huehuetenango","Urbano",99,"Ignorado",999,"Ignorado","Automovil","Corinto",9999,"Colision"
23,"Octubre","Sabado",1,"Huehuetenango","Urbano",99,"Hombre",18,"Ebrio","Motocicleta","Corinto",9999,"Colision"
11,"Abril","Domingo",1,"Huehuetenango","Rural",99,"Ignorado",999,"Ignorado","Camion","Ignorado",9999,"Colision"
20,"Julio","Martes",1,"Suchitepequez","Rural",99,"Hombre",23,"No Ebrio","Motocicleta","Rojo",2007,"Colision"
20,"Julio","Martes",1,"Suchitepequez","Rural",99,"Hombre",25,"Ebrio","Motocicleta","Rojo",9999,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Negro",1995,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Negro",9999,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Negro",9999,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Negro",9999,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Negro",9999,"Colision"
25,"Octubre","Lunes",1,"Quetzaltenango","Rural",99,"Hombre",26,"Ebrio","Camioneta","Rojo",9999,"Colision"
27,"Junio","Domingo",1,"Guatemala","Urbano",6,"Ignorado",999,"Ignorado","Automovil","Negro",1998,"Colision"
27,"Junio","Domingo",1,"Guatemala","Urbano",6,"Hombre",18,"No Ebrio","Motocicleta","Anaranjado",9999,"Colision"
26,"Octubre","Martes",1,"Escuintla","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Colision"
26,"Octubre","Martes",1,"Escuintla","Rural",99,"Hombre",20,"Ignorado","Motocicleta","Negro",9999,"Colision"
23,"Mayo","Domingo",1,"Guatemala","Urbano",1,"Hombre",34,"No Ebrio","Automovil","Corinto",9999,"Colision"
23,"Mayo","Domingo",1,"Guatemala","Urbano",1,"Ignorado",999,"Ignorado","Bus urbano","Rojo",9999,"Colision"
23,"Julio","Viernes",1,"San Marcos","Urbano",3,"Hombre",50,"Ebrio","Automovil","Azul",1994,"Colision"
23,"Julio","Viernes",1,"San Marcos","Urbano",3,"Hombre",52,"No Ebrio","Automovil","Negro",1999,"Colision"
30,"Junio","Miercoles",1,"Baja Verapaz","Rural",99,"Hombre",29,"No Ebrio","Ignorado","Blanco",2005,"Colision"
30,"Junio","Miercoles",1,"Baja Verapaz","Rural",99,"Hombre",24,"Ebrio","Motocicleta","Negro",2005,"Colision"
30,"Junio","Miercoles",1,"El Progreso","Rural",99,"Hombre",999,"No Ebrio","Motocicleta","Verde",2006,"Colision"
30,"Junio","Miercoles",1,"El Progreso","Rural",99,"Ignorado",999,"Ignorado","Cabezal","Ignorado",9999,"Colision"
28,"Noviembre","Domingo",1,"Guatemala","Rural",99,"Hombre",18,"No Ebrio","Automovil","Corinto",1993,"Colision"
28,"Noviembre","Domingo",1,"Guatemala","Rural",99,"Hombre",28,"Ebrio","Automovil","Azul",1997,"Colision"
28,"Mayo","Viernes",1,"El Progreso","Rural",99,"Hombre",35,"No Ebrio","Camion","Blanco",1994,"Colision"
28,"Mayo","Viernes",1,"El Progreso","Rural",99,"Hombre",40,"Ebrio","Pick-up","Verde",9999,"Colision"
30,"Octubre","Sabado",1,"Quiche","Rural",99,"Hombre",999,"No Ebrio","Pick-up","Azul",1994,"Colision"
30,"Octubre","Sabado",1,"Quiche","Rural",99,"Hombre",36,"No Ebrio","Pick-up","Negro",1998,"Colision"
30,"Octubre","Sabado",1,"Quiche","Rural",99,"Hombre",999,"No Ebrio","Pick-up","Verde",1998,"Colision"
18,"Abril","Domingo",1,"Izabal","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Colision"
18,"Abril","Domingo",1,"Izabal","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Colision"
29,"Mayo","Sabado",1,"Quetzaltenango","Urbano",2,"Hombre",25,"No Ebrio","Camioneta","Azul",9999,"Colision"
29,"Mayo","Sabado",1,"Quetzaltenango","Urbano",2,"Hombre",34,"Ebrio","Pick-up","Blanco",9999,"Colision"
25,"Julio","Domingo",1,"Jalapa","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Blanco",9999,"Colision"
25,"Julio","Domingo",1,"Guatemala","Urbano",11,"Hombre",30,"Ebrio","Automovil","Gris",1999,"Colision"
25,"Julio","Domingo",1,"Guatemala","Urbano",11,"Hombre",45,"No Ebrio","Camioneta","Blanco",2007,"Colision"
26,"Julio","Lunes",1,"Quetzaltenango","Rural",99,"Mujer",23,"Ignorado","Microbus","Blanco",9999,"Colision"
26,"Julio","Lunes",1,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Ignorado","Ignorado",9999,"Ignorado"
30,"Agosto","Lunes",1,"Jutiapa","Rural",99,"Hombre",35,"No Ebrio","Pick-up","Gris",1989,"Colision"
30,"Agosto","Lunes",1,"Jutiapa","Rural",99,"Ignorado",999,"Ignorado","Camion","Blanco",1993,"Colision"
30,"Diciembre","Jueves",1,"Santa Rosa","Rural",99,"Hombre",38,"Ignorado","Automovil","Gris",9999,"Colision"
30,"Agosto","Lunes",1,"Quetzaltenango","Urbano",5,"Hombre",22,"No Ebrio","Automovil","Verde",1994,"Colision"
30,"Agosto","Lunes",1,"Quetzaltenango","Urbano",5,"Hombre",22,"No Ebrio","Motocicleta","Amarillo",2009,"Colision"
28,"Marzo","Domingo",1,"Guatemala","Urbano",9,"Hombre",20,"Ebrio","Automovil","Verde",1996,"Colision"
28,"Marzo","Domingo",1,"Guatemala","Urbano",9,"Hombre",36,"No Ebrio","Taxi","Blanco",2007,"Colision"
30,"Diciembre","Jueves",1,"Quetzaltenango","Rural",99,"Hombre",33,"Ignorado","Motocicleta","Ignorado",2006,"Vuelco"
31,"Julio","Sabado",1,"Guatemala","Urbano",1,"Hombre",30,"Ebrio","Taxi","Blanco",1997,"Colision"
31,"Julio","Sabado",1,"Guatemala","Urbano",1,"Hombre",29,"No Ebrio","Motocicleta","Rojo",2008,"Colision"
30,"Abril","Viernes",1,"Alta Verapaz","Urbano",2,"Hombre",52,"Ebrio","Automovil","Verde",1992,"Colision"
30,"Abril","Viernes",1,"Alta Verapaz","Urbano",2,"Hombre",29,"Ebrio","Automovil","Cafe",1996,"Colision"
1,"Noviembre","Lunes",1,"Guatemala","Urbano",5,"Hombre",19,"Ignorado","Automovil","Rojo",9999,"Choque"
1,"Mayo","Sabado",1,"Peten","Rural",99,"Hombre",30,"No Ebrio","Ignorado","Ignorado",9999,"Caida"
3,"Agosto","Martes",1,"Huehuetenango","Rural",99,"Hombre",17,"Ebrio","Pick-up","Gris",9999,"Choque"
4,"Enero","Lunes",1,"Huehuetenango","Rural",99,"Hombre",30,"Ebrio","Camioneta","Verde",9999,"Caida"
4,"Agosto","Miercoles",1,"Guatemala","Urbano",11,"Hombre",25,"No Ebrio","Automovil","Azul",1984,"Choque"
4,"Agosto","Miercoles",1,"Baja Verapaz","Urbano",2,"Hombre",47,"No Ebrio","Cabezal","Blanco",1998,"Colision"
4,"Septiembre","Sabado",1,"Sacatepequez","Rural",99,"Hombre",32,"Ebrio","Automovil","Blanco",9999,"Choque"
5,"Noviembre","Viernes",1,"Guatemala","Urbano",11,"Ignorado",999,"Ignorado","Automovil","Rojo",9999,"Choque"
7,"Junio","Lunes",1,"Alta Verapaz","Rural",99,"Hombre",25,"No Ebrio","Motocicleta","Negro",9999,"Choque"
5,"Mayo","Miercoles",1,"Guatemala","Rural",99,"Ignorado",999,"Ignorado","Bus extraurbano","Azul",9999,"Choque"
7,"Marzo","Domingo",1,"Peten","Rural",99,"Hombre",29,"Ignorado","Motocicleta","Rojo",2008,"Choque"
7,"Septiembre","Martes",1,"Santa Rosa","Rural",99,"Hombre",19,"Ignorado","Motocicleta","Ignorado",9999,"Caida"
6,"Agosto","Viernes",1,"Izabal","Rural",99,"Hombre",24,"No Ebrio","Motocicleta","Ignorado",9999,"Choque"
6,"Mayo","Jueves",1,"Guatemala","Urbano",8,"Hombre",41,"Ebrio","Automovil","Negro",1998,"Choque"
12,"Junio","Sabado",1,"Guatemala","Urbano",18,"Ignorado",999,"Ignorado","Automovil","Rojo",9999,"Choque"
6,"Mayo","Jueves",1,"El Progreso","Rural",99,"Hombre",22,"No Ebrio","Camion","Blanco",9999,"Vuelco"
12,"Junio","Sabado",1,"Escuintla","Rural",99,"Hombre",25,"No Ebrio","Motocicleta","Amarillo",9999,"Caida"
9,"Septiembre","Jueves",1,"Guatemala","Urbano",11,"Hombre",21,"Ignorado","Motocicleta","Blanco",2009,"Caida"
14,"Febrero","Domingo",1,"Peten","Urbano",99,"Hombre",26,"Ebrio","Motocicleta","Rojo",9999,"Choque"
11,"Marzo","Jueves",1,"Totonicapan","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Ignorado",9999,"Vuelco"
13,"Noviembre","Sabado",1,"Quetzaltenango","Urbano",3,"Ignorado",999,"Ignorado","Automovil","Azul",9999,"Choque"
9,"Abril","Viernes",1,"Jutiapa","Rural",99,"Hombre",46,"No Ebrio","Camion","Blanco",2003,"Vuelco"
18,"Noviembre","Jueves",1,"Guatemala","Urbano",7,"Hombre",22,"Ebrio","Motocicleta","Azul",9999,"Choque"
15,"Septiembre","Miercoles",1,"Guatemala","Urbano",12,"Hombre",24,"Ebrio","Automovil","Blanco",9999,"Choque"
10,"Abril","Sabado",1,"Guatemala","Rural",1,"Hombre",33,"Ebrio","Automovil","Negro",1997,"Caida"
18,"Octubre","Lunes",1,"Alta Verapaz","Rural",99,"Hombre",20,"No Ebrio","Motocicleta","Rojo",9999,"Colision"
10,"Abril","Sabado",1,"Chiquimula","Rural",99,"Hombre",24,"No Ebrio","Pick-up","Amarillo",9999,"Vuelco"
15,"Mayo","Sabado",1,"Suchitepequez","Rural",99,"Hombre",26,"Ebrio","Pick-up","Corinto",9999,"Choque"
10,"Abril","Sabado",1,"Quetzaltenango","Urbano",9,"Hombre",27,"Ebrio","Automovil","Negro",9999,"Choque"
21,"Junio","Lunes",1,"Totonicapan","Rural",99,"Hombre",41,"Ebrio","Pick-up","Rojo",9999,"Caida"
23,"Febrero","Martes",1,"Zacapa","Rural",99,"Hombre",17,"Ignorado","Motocicleta","Ignorado",9999,"Choque"
16,"Mayo","Domingo",1,"Chimaltenango","Rural",99,"Hombre",36,"Ebrio","Motocicleta","Ignorado",9999,"Caida"
24,"Enero","Domingo",1,"Guatemala","Rural",99,"Hombre",31,"Ignorado","Motocicleta","Negro",2008,"Choque"
24,"Enero","Domingo",1,"Izabal","Rural",99,"Hombre",35,"Ebrio","Cabezal","Rojo",9999,"Choque"
27,"Febrero","Sabado",1,"Guatemala","Urbano",1,"Hombre",31,"Ebrio","Automovil","Ignorado",9999,"Choque"
19,"Diciembre","Domingo",1,"Guatemala","Urbano",1,"Hombre",33,"Ignorado","Automovil","Celeste",1988,"Choque"
26,"Junio","Sabado",1,"Peten","Rural",99,"Hombre",26,"Ignorado","Motocicleta","Ignorado",9999,"Caida"
19,"Septiembre","Domingo",1,"Peten","Rural",99,"Hombre",20,"Ebrio","Automovil","Celeste",1994,"Choque"
24,"Mayo","Lunes",1,"Huehuetenango","Rural",99,"Hombre",35,"Ebrio","Motocicleta","Rojo",9999,"Caida"
23,"Julio","Viernes",1,"Guatemala","Urbano",5,"Hombre",32,"Ebrio","Automovil","Blanco",9999,"Choque"
28,"Mayo","Viernes",1,"Guatemala","Urbano",7,"Hombre",22,"Ebrio","Ignorado","Ignorado",9999,"Choque"
21,"Abril","Miercoles",1,"Chimaltenango","Rural",99,"Hombre",63,"No Ebrio","Pick-up","Corinto",9999,"Choque"
21,"Abril","Miercoles",1,"Sacatepequez","Rural",99,"Hombre",50,"No Ebrio","Pick-up","Ignorado",9999,"Choque"
23,"Abril","Viernes",1,"Santa Rosa","Rural",99,"Hombre",37,"No Ebrio","Pick-up","Gris",1989,"Choque"
29,"Julio","Jueves",1,"Escuintla","Rural",99,"Hombre",41,"No Ebrio","Cabezal","Anaranjado",9999,"Vuelco"
29,"Marzo","Lunes",1,"San Marcos","Rural",99,"Ignorado",999,"Ignorado","Camion","Rojo",9999,"Vuelco"
27,"Abril","Martes",1,"Suchitepequez","Urbano",1,"Hombre",30,"No Ebrio","Automovil","Verde",1993,"Choque"
31,"Julio","Sabado",1,"Guatemala","Rural",99,"Hombre",25,"Ebrio","Pick-up","Blanco",1984,"Choque"
1,"Marzo","Lunes",2,"Guatemala","Urbano",1,"Hombre",81,"Ignorado","Taxi","Blanco",9999,"Colision"
1,"Marzo","Lunes",2,"Guatemala","Urbano",1,"Hombre",20,"Ignorado","Motocicleta","Negro",9999,"Colision"
3,"Octubre","Domingo",2,"Quetzaltenango","Rural",99,"Ignorado",999,"Ignorado","Pick-up","Rojo",1993,"Colision"
3,"Octubre","Domingo",2,"Quetzaltenango","Rural",99,"Hombre",49,"Ebrio","Pick-up","Azul",9999,"Colision"
3,"Diciembre","Viernes",2,"Quetzaltenango","Urbano",99,"Mujer",29,"Ignorado","Camioneta","Gris",2003,"Colision"
4,"Julio","Domingo",2,"Guatemala","Urbano",2,"Hombre",58,"Ebrio","Automovil","Corinto",1997,"Colision"
4,"Julio","Domingo",2,"Guatemala","Urbano",2,"Hombre",32,"No Ebrio","Motocicleta","Ignorado",9999,"Colision"
2,"Abril","Viernes",2,"Guatemala","Urbano",1,"Hombre",30,"No Ebrio","Pick-up","Blanco",2007,"Colision"
2,"Abril","Viernes",2,"Guatemala","Urbano",1,"Ignorado",999,"Ignorado","Taxi","Blanco",9999,"Colision"
7,"Febrero","Domingo",2,"Jutiapa","Rural",99,"Hombre",999,"Ignorado","Pick-up","Azul",1990,"Colision"
