"dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","areag_ocu","zona_ocu","sexo_fall_les","edad_fall_les","g_edad","lesio_fall","tipo_vehi","Causa_acc"
2,"Enero","Sabado",8,"Sololá","Rural",99,"Mujer",6,"Menos 15","Lesionados","Automovil","Colision"
2,"Enero","Sabado",8,"Sololá","Rural",99,"Mujer",6,"Menos 15","Lesionados","Automovil","Colision"
2,"Enero","Sabado",8,"Sololá","Rural",99,"Hombre",12,"Menos 15","Lesionados","Automovil","Colision"
23,"Enero","Sabado",12,"Sololá","Rural",99,"Hombre",13,"Menos 15","Lesionados","Pick up","Colision"
22,"Octubre","Viernes",1,"Sololá","Rural",99,"Mujer",14,"Menos 15","Lesionados","Pick up","Colision"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",6,"Menos 15","Lesionados","Bus extraurbano","vuelco, volco"
23,"Enero","Sabado",12,"Sololá","Rural",99,"Hombre",27,"25-29","Lesionados","Pick up","Colision"
23,"Enero","Sabado",12,"Sololá","Rural",99,"Hombre",18,"15-19","Lesionados","Pick up","Colision"
7,"Agosto","Sabado",8,"Sololá","Rural",99,"Mujer",24,"20-24","Lesionados","Pick up","Colision"
7,"Agosto","Sabado",8,"Sololá","Rural",99,"Mujer",24,"20-24","Lesionados","Pick up","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",22,"20-24","Fallecidos","Camion","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",21,"20-24","Lesionados","Bus extraurbano","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",29,"25-29","Lesionados","Bus extraurbano","Colision"
16,"Diciembre","Jueves",14,"Sololá","Rural",99,"Mujer",23,"20-24","Lesionados","Automovil","Choque, empotro"
16,"Diciembre","Jueves",14,"Sololá","Rural",99,"Hombre",26,"25-29","Lesionados","Automovil","Choque, empotro"
15,"Septiembre","Miercoles",2,"Sololá","Rural",99,"Hombre",26,"25-29","Lesionados","Motocicleta","Choque, empotro"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",16,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",17,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",18,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",24,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",26,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",27,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
24,"Diciembre","Viernes",0,"Sololá","Rural",99,"Hombre",17,"15-19","Lesionados","Camioneta","Caida, encuneto, encunetado, embarrancado"
24,"Diciembre","Viernes",0,"Sololá","Rural",99,"Hombre",19,"15-19","Lesionados","Camioneta","Caida, encuneto, encunetado, embarrancado"
24,"Diciembre","Viernes",0,"Sololá","Rural",99,"Hombre",23,"20-24","Lesionados","Camioneta","Caida, encuneto, encunetado, embarrancado"
18,"Noviembre","Jueves",8,"Sololá","Rural",99,"Hombre",18,"15-19","Fallecidos","Pick up","Caida, encuneto, encunetado, embarrancado"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",42,"40-44","Fallecidos","Camion","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",43,"40-44","Fallecidos","Camion","Colision"
5,"Octubre","Martes",7,"Sololá","Rural",99,"Hombre",34,"30-34","Lesionados","Bus extraurbano","Colision"
5,"Octubre","Martes",7,"Sololá","Rural",99,"Mujer",34,"30-34","Lesionados","Bus extraurbano","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",43,"40-44","Lesionados","Bus extraurbano","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",43,"40-44","Lesionados","Bus extraurbano","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",43,"40-44","Lesionados","Bus extraurbano","Colision"
16,"Diciembre","Jueves",14,"Sololá","Rural",99,"Hombre",31,"30-34","Lesionados","Automovil","Choque, empotro"
27,"Abril","Martes",7,"Sololá","Rural",99,"Mujer",33,"30-34","Lesionados","Camion","Choque, empotro"
27,"Abril","Martes",7,"Sololá","Rural",99,"Hombre",33,"30-34","Lesionados","Camion","Choque, empotro"
18,"Diciembre","Sabado",4,"Sololá","Rural",99,"Hombre",32,"30-34","Lesionados","Pick up","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",30,"30-34","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",36,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",39,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",39,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",39,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",40,"40-44","Lesionados","Bus extraurbano","vuelco, volco"
24,"Diciembre","Viernes",0,"Sololá","Rural",99,"Mujer",30,"30-34","Lesionados","Camioneta","Caida, encuneto, encunetado, embarrancado"
24,"Diciembre","Viernes",0,"Sololá","Rural",99,"Hombre",30,"30-34","Lesionados","Camioneta","Caida, encuneto, encunetado, embarrancado"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Mujer",45,"45-49","Lesionados","Bus extraurbano","Colision"
9,"Diciembre","Jueves",7,"Sololá","Rural",99,"Hombre",46,"45-49","Lesionados","Bus extraurbano","Colision"
20,"Julio","Martes",10,"Sololá","Rural",99,"Hombre",55,"55 y mas","Lesionados","Ignorado","Colision"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",45,"45-49","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",56,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",58,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
8,"Agosto","Domingo",12,"Sololá","Rural",99,"Mujer",63,"55 y mas","Lesionados","Camioneta","Choque, empotro"
8,"Agosto","Domingo",12,"Sololá","Rural",99,"Hombre",68,"55 y mas","Lesionados","Camioneta","Choque, empotro"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",60,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
2,"Enero","Sabado",8,"Sololá","Rural",99,"Mujer",79,"55 y mas","Lesionados","Automovil","Colision"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",70,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Mujer",70,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
16,"Febrero","Martes",14,"Sololá","Rural",99,"Hombre",76,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
22,"Abril","Jueves",19,"Totonicapán","Rural",99,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
22,"Abril","Jueves",19,"Totonicapán","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
16,"Febrero","Martes",20,"Totonicapán","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
16,"Febrero","Martes",20,"Totonicapán","Rural",99,"Hombre",999,"Ignorado","Lesionados","Pick up","Colision"
16,"Febrero","Martes",20,"Totonicapán","Rural",99,"Mujer",999,"Ignorado","Lesionados","Pick up","Colision"
6,"Noviembre","Sabado",0,"Totonicapán","Rural",99,"Hombre",14,"Menos 15","Lesionados","Pick up","Colision"
17,"Abril","Sabado",19,"Totonicapán","Rural",99,"Hombre",11,"Menos 15","Lesionados","Pick up","Choque, empotro"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",10,"Menos 15","Lesionados","Bus extraurbano","vuelco, volco"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Hombre",10,"Menos 15","Lesionados","Bus extraurbano","vuelco, volco"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Mujer",6,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Mujer",13,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
6,"Noviembre","Sabado",0,"Totonicapán","Rural",99,"Mujer",23,"20-24","Lesionados","Pick up","Colision"
26,"Febrero","Viernes",18,"Totonicapán","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
15,"Marzo","Lunes",8,"Totonicapán","Urbano",4,"Hombre",17,"15-19","Lesionados","Microbus","Colision"
15,"Marzo","Lunes",8,"Totonicapán","Urbano",4,"Mujer",17,"15-19","Lesionados","Microbus","Colision"
15,"Marzo","Lunes",8,"Totonicapán","Urbano",4,"Hombre",18,"15-19","Lesionados","Microbus","Colision"
15,"Marzo","Lunes",8,"Totonicapán","Urbano",4,"Hombre",20,"20-24","Lesionados","Microbus","Colision"
15,"Marzo","Lunes",8,"Totonicapán","Urbano",4,"Hombre",21,"20-24","Lesionados","Microbus","Colision"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",26,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",17,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",18,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",19,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",17,"15-19","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",24,"20-24","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",29,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",29,"25-29","Lesionados","Bus extraurbano","vuelco, volco"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Hombre",15,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Hombre",20,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Hombre",21,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
22,"Abril","Jueves",19,"Totonicapán","Rural",99,"Hombre",43,"40-44","Fallecidos","Pick up","Colision"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Mujer",38,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",35,"35-39","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",40,"40-44","Lesionados","Bus extraurbano","vuelco, volco"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Hombre",40,"40-44","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
12,"Noviembre","Viernes",14,"Totonicapán","Urbano",99,"Hombre",49,"45-49","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Hombre",54,"50-54","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",55,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Hombre",55,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
15,"Agosto","Domingo",9,"Totonicapán","Rural",99,"Mujer",48,"45-49","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Mujer",63,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
2,"Febrero","Martes",17,"Totonicapán","Rural",99,"Hombre",65,"55 y mas","Lesionados","Bus extraurbano","vuelco, volco"
8,"Agosto","Domingo",22,"Quetzaltenango","Urbano",1,"Mujer",1,"Menos 15","Lesionados","Automovil","Colision"
29,"Septiembre","Miercoles",21,"Quetzaltenango","Urbano",8,"Mujer",1,"Menos 15","Lesionados","Automovil","Colision"
29,"Septiembre","Miercoles",21,"Quetzaltenango","Urbano",8,"Mujer",3,"Menos 15","Lesionados","Automovil","Colision"
1,"Noviembre","Lunes",23,"Quetzaltenango","Rural",99,"Mujer",1,"Menos 15","Lesionados","Automovil","Colision"
1,"Noviembre","Lunes",23,"Quetzaltenango","Rural",99,"Mujer",3,"Menos 15","Lesionados","Automovil","Colision"
1,"Noviembre","Lunes",23,"Quetzaltenango","Rural",99,"Hombre",4,"Menos 15","Lesionados","Automovil","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Hombre",4,"Menos 15","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",2,"Menos 15","Lesionados","Bus urbano","Colision"
24,"Diciembre","Viernes",4,"Quetzaltenango","Rural",99,"Mujer",1,"Menos 15","Lesionados","Pick up","Choque, empotro"
24,"Diciembre","Viernes",4,"Quetzaltenango","Rural",99,"Hombre",3,"Menos 15","Lesionados","Pick up","Choque, empotro"
23,"Enero","Sabado",21,"Quetzaltenango","Rural",99,"Mujer",0,"Menos 15","Lesionados","Microbus","vuelco, volco"
24,"Enero","Domingo",18,"Quetzaltenango","Urbano",7,"Hombre",6,"Menos 15","Lesionados","Automovil","Colision"
24,"Enero","Domingo",18,"Quetzaltenango","Urbano",7,"Mujer",10,"Menos 15","Lesionados","Automovil","Colision"
8,"Marzo","Lunes",19,"Quetzaltenango","Urbano",99,"Mujer",10,"Menos 15","Lesionados","Automovil","Colision"
2,"Agosto","Lunes",21,"Quetzaltenango","Rural",99,"Hombre",10,"Menos 15","Lesionados","Automovil","Colision"
2,"Marzo","Martes",20,"Quetzaltenango","Rural",99,"Hombre",12,"Menos 15","Lesionados","Automovil","Colision"
15,"Diciembre","Miercoles",20,"Quetzaltenango","Rural",99,"Hombre",14,"Menos 15","Lesionados","Automovil","Colision"
26,"Julio","Lunes",8,"Quetzaltenango","Rural",99,"Hombre",9,"Menos 15","Lesionados","Pick up","Colision"
26,"Julio","Lunes",8,"Quetzaltenango","Rural",99,"Mujer",13,"Menos 15","Lesionados","Pick up","Colision"
9,"Marzo","Martes",13,"Quetzaltenango","Urbano",1,"Mujer",8,"Menos 15","Lesionados","Motocicleta","Colision"
7,"Octubre","Jueves",14,"Quetzaltenango","Urbano",3,"Hombre",13,"Menos 15","Fallecidos","Motocicleta","Colision"
2,"Enero","Sabado",16,"Quetzaltenango","Urbano",1,"Mujer",14,"Menos 15","Lesionados","Microbus","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",8,"Menos 15","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",10,"Menos 15","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Hombre",12,"Menos 15","Lesionados","Bus urbano","Colision"
13,"Junio","Domingo",21,"Quetzaltenango","Urbano",7,"Mujer",11,"Menos 15","Lesionados","Camioneta","Choque, empotro"
14,"Agosto","Sabado",11,"Quetzaltenango","Urbano",7,"Hombre",5,"Menos 15","Fallecidos","Pick up","Choque, empotro"
24,"Diciembre","Viernes",4,"Quetzaltenango","Rural",99,"Hombre",6,"Menos 15","Lesionados","Pick up","Choque, empotro"
13,"Octubre","Miercoles",19,"Quetzaltenango","Rural",99,"Hombre",14,"Menos 15","Lesionados","Automovil","vuelco, volco"
27,"Julio","Martes",21,"Quetzaltenango","Rural",99,"Hombre",8,"Menos 15","Lesionados","Pick up","vuelco, volco"
23,"Enero","Sabado",21,"Quetzaltenango","Rural",99,"Hombre",12,"Menos 15","Lesionados","Microbus","vuelco, volco"
25,"Diciembre","Sabado",16,"Quetzaltenango","Rural",99,"Hombre",5,"Menos 15","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Agosto","Domingo",22,"Quetzaltenango","Urbano",1,"Mujer",22,"20-24","Lesionados","Automovil","Colision"
6,"Mayo","Jueves",18,"Quetzaltenango","Urbano",5,"Mujer",22,"20-24","Lesionados","Automovil","Colision"
22,"Octubre","Viernes",8,"Quetzaltenango","Urbano",5,"Mujer",25,"25-29","Lesionados","Automovil","Colision"
24,"Enero","Domingo",18,"Quetzaltenango","Urbano",7,"Mujer",15,"15-19","Lesionados","Automovil","Colision"
8,"Marzo","Lunes",19,"Quetzaltenango","Urbano",99,"Mujer",15,"15-19","Lesionados","Automovil","Colision"
15,"Diciembre","Miercoles",20,"Quetzaltenango","Rural",99,"Hombre",18,"15-19","Lesionados","Automovil","Colision"
3,"Noviembre","Miercoles",22,"Quetzaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Automovil","Colision"
1,"Noviembre","Lunes",23,"Quetzaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Automovil","Colision"
15,"Diciembre","Miercoles",20,"Quetzaltenango","Rural",99,"Hombre",20,"20-24","Lesionados","Automovil","Colision"
2,"Agosto","Lunes",21,"Quetzaltenango","Rural",99,"Mujer",20,"20-24","Lesionados","Automovil","Colision"
2,"Agosto","Lunes",21,"Quetzaltenango","Rural",99,"Mujer",20,"20-24","Lesionados","Automovil","Colision"
3,"Octubre","Domingo",4,"Quetzaltenango","Rural",99,"Hombre",22,"20-24","Lesionados","Automovil","Colision"
3,"Octubre","Domingo",4,"Quetzaltenango","Rural",99,"Mujer",22,"20-24","Lesionados","Automovil","Colision"
2,"Marzo","Martes",20,"Quetzaltenango","Rural",99,"Mujer",25,"25-29","Lesionados","Automovil","Colision"
9,"Agosto","Lunes",19,"Quetzaltenango","Urbano",99,"Hombre",26,"25-29","Lesionados","Automovil","Colision"
3,"Octubre","Domingo",4,"Quetzaltenango","Rural",99,"Hombre",27,"25-29","Lesionados","Automovil","Colision"
8,"Marzo","Lunes",19,"Quetzaltenango","Urbano",99,"Hombre",28,"25-29","Lesionados","Automovil","Colision"
9,"Julio","Viernes",19,"Quetzaltenango","Urbano",5,"Hombre",26,"25-29","Lesionados","Camioneta","Colision"
26,"Agosto","Jueves",21,"Quetzaltenango","Urbano",8,"Hombre",25,"25-29","Lesionados","Pick up","Colision"
7,"Octubre","Jueves",13,"Quetzaltenango","Urbano",9,"Mujer",17,"15-19","Lesionados","Pick up","Colision"
20,"Diciembre","Lunes",7,"Quetzaltenango","Rural",99,"Hombre",17,"15-19","Lesionados","Pick up","Colision"
26,"Julio","Lunes",8,"Quetzaltenango","Rural",99,"Mujer",17,"15-19","Lesionados","Pick up","Colision"
26,"Julio","Lunes",8,"Quetzaltenango","Rural",99,"Hombre",18,"15-19","Lesionados","Pick up","Colision"
16,"Febrero","Martes",20,"Quetzaltenango","Rural",99,"Hombre",22,"20-24","Lesionados","Pick up","Colision"
17,"Octubre","Domingo",3,"Quetzaltenango","Urbano",1,"Hombre",25,"25-29","Lesionados","Motocicleta","Colision"
16,"Junio","Miercoles",19,"Quetzaltenango","Urbano",3,"Hombre",28,"25-29","Lesionados","Motocicleta","Colision"
30,"Agosto","Lunes",1,"Quetzaltenango","Urbano",5,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
5,"Agosto","Jueves",20,"Quetzaltenango","Urbano",8,"Hombre",20,"20-24","Lesionados","Motocicleta","Colision"
3,"Diciembre","Viernes",2,"Quetzaltenango","Urbano",99,"Hombre",22,"20-24","Fallecidos","Motocicleta","Colision"
13,"Julio","Martes",11,"Quetzaltenango","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
4,"Noviembre","Jueves",14,"Quetzaltenango","Rural",99,"Hombre",22,"20-24","Lesionados","Motocicleta","Colision"
4,"Noviembre","Jueves",14,"Quetzaltenango","Rural",99,"Mujer",23,"20-24","Lesionados","Motocicleta","Colision"
18,"Septiembre","Sabado",20,"Quetzaltenango","Rural",99,"Hombre",24,"20-24","Fallecidos","Motocicleta","Colision"
22,"Octubre","Viernes",8,"Quetzaltenango","Urbano",5,"Hombre",29,"25-29","Lesionados","Camion","Colision"
13,"Agosto","Viernes",18,"Quetzaltenango","Urbano",99,"Mujer",17,"15-19","Lesionados","Bus extraurbano","Colision"
22,"Octubre","Viernes",8,"Quetzaltenango","Urbano",5,"Mujer",25,"25-29","Lesionados","Microbus","Colision"
7,"Julio","Miercoles",13,"Quetzaltenango","Rural",99,"Mujer",16,"15-19","Lesionados","Microbus","Colision"
7,"Julio","Miercoles",13,"Quetzaltenango","Rural",99,"Mujer",16,"15-19","Lesionados","Microbus","Colision"
7,"Julio","Miercoles",13,"Quetzaltenango","Rural",99,"Hombre",16,"15-19","Lesionados","Microbus","Colision"
7,"Julio","Miercoles",13,"Quetzaltenango","Rural",99,"Mujer",17,"15-19","Lesionados","Microbus","Colision"
7,"Julio","Miercoles",13,"Quetzaltenango","Rural",99,"Hombre",20,"20-24","Lesionados","Microbus","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",19,"15-19","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",20,"20-24","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",21,"20-24","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",25,"25-29","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Hombre",27,"25-29","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",28,"25-29","Lesionados","Bus urbano","Colision"
29,"Junio","Martes",14,"Quetzaltenango","Rural",99,"Mujer",28,"25-29","Lesionados","Bus urbano","Colision"
1,"Enero","Viernes",6,"Quetzaltenango","Urbano",2,"Hombre",23,"20-24","Lesionados","Automovil","Choque, empotro"
13,"Noviembre","Sabado",1,"Quetzaltenango","Urbano",3,"Hombre",20,"20-24","Lesionados","Automovil","Choque, empotro"
13,"Noviembre","Sabado",1,"Quetzaltenango","Urbano",3,"Hombre",24,"20-24","Lesionados","Automovil","Choque, empotro"
18,"Octubre","Lunes",16,"Quetzaltenango","Urbano",99,"Hombre",27,"25-29","Lesionados","Pick up","Choque, empotro"
14,"Mayo","Viernes",13,"Quetzaltenango","Urbano",5,"Mujer",18,"15-19","Lesionados","Bus extraurbano","Choque, empotro"
14,"Mayo","Viernes",13,"Quetzaltenango","Urbano",5,"Mujer",19,"15-19","Lesionados","Bus extraurbano","Choque, empotro"
14,"Mayo","Viernes",13,"Quetzaltenango","Urbano",5,"Mujer",28,"25-29","Lesionados","Bus extraurbano","Choque, empotro"
13,"Octubre","Miercoles",19,"Quetzaltenango","Rural",99,"Hombre",15,"15-19","Lesionados","Automovil","vuelco, volco"
13,"Octubre","Miercoles",19,"Quetzaltenango","Rural",99,"Hombre",16,"15-19","Lesionados","Automovil","vuelco, volco"
13,"Octubre","Miercoles",19,"Quetzaltenango","Rural",99,"Hombre",16,"15-19","Lesionados","Automovil","vuelco, volco"
21,"Diciembre","Martes",11,"Quetzaltenango","Rural",99,"Hombre",20,"20-24","Lesionados","Pick up","vuelco, volco"
23,"Enero","Sabado",21,"Quetzaltenango","Rural",99,"Hombre",23,"20-24","Lesionados","Microbus","vuelco, volco"
23,"Enero","Sabado",21,"Quetzaltenango","Rural",99,"Mujer",26,"25-29","Lesionados","Microbus","vuelco, volco"
23,"Enero","Sabado",21,"Quetzaltenango","Rural",99,"Mujer",29,"25-29","Lesionados","Microbus","vuelco, volco"
21,"Junio","Lunes",18,"Quetzaltenango","Urbano",5,"Hombre",20,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
21,"Junio","Lunes",18,"Quetzaltenango","Urbano",5,"Mujer",21,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
25,"Diciembre","Sabado",16,"Quetzaltenango","Rural",99,"Mujer",15,"15-19","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
25,"Diciembre","Sabado",16,"Quetzaltenango","Rural",99,"Mujer",20,"20-24","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
25,"Diciembre","Sabado",16,"Quetzaltenango","Rural",99,"Hombre",28,"25-29","Lesionados","Pick up","Caida, encuneto, encunetado, embarrancado"
8,"Agosto","Domingo",22,"Quetzaltenango","Urbano",1,"Hombre",32,"30-34","Lesionados","Automovil","Colision"
13,"Noviembre","Sabado",21,"Quetzaltenango","Urbano",5,"Hombre",37,"35-39","Fallecidos","Automovil","Colision"
2,"Marzo","Martes",8,"Quetzaltenango","Urbano",5,"Hombre",38,"35-39","Lesionados","Automovil","Colision"
22,"Octubre","Viernes",8,"Quetzaltenango","Urbano",5,"Hombre",40,"40-44","Lesionados","Automovil","Colision"
19,"Noviembre","Viernes",0,"Quetzaltenango","Urbano",7,"Hombre",32,"30-34","Lesionados","Automovil","Colision"
30,"Septiembre","Jueves",4,"Quetzaltenango","Urbano",7,"Mujer",35,"35-39","Fallecidos","Automovil","Colision"
12,"Febrero","Viernes",19,"Quetzaltenango","Rural",99,"Hombre",30,"30-34","Lesionados","Automovil","Colision"
16,"Febrero","Martes",20,"Quetzaltenango","Rural",99,"Mujer",32,"30-34","Lesionados","Automovil","Colision"
2,"Marzo","Martes",20,"Quetzaltenango","Rural",99,"Mujer",32,"30-34","Lesionados","Automovil","Colision"
2,"Marzo","Martes",20,"Quetzaltenango","Rural",99,"Mujer",35,"35-39","Lesionados","Automovil","Colision"
8,"Marzo","Lunes",19,"Quetzaltenango","Urbano",99,"Mujer",37,"35-39","Lesionados","Automovil","Colision"
3,"Octubre","Domingo",4,"Quetzaltenango","Rural",99,"Hombre",32,"30-34","Lesionados","Pick up","Colision"
3,"Noviembre","Miercoles",22,"Quetzaltenango","Rural",99,"Hombre",33,"30-34","Lesionados","Pick up","Colision"
20,"Diciembre","Lunes",7,"Quetzaltenango","Rural",99,"Hombre",34,"30-34","Lesionados","Pick up","Colision"
20,"Diciembre","Lunes",7,"Quetzaltenango","Rural",99,"Mujer",35,"35-39","Lesionados","Pick up","Colision"
4,"Agosto","Miercoles",17,"Quetzaltenango","Rural",99,"Mujer",43,"40-44","Lesionados","Pick up","Colision"
17,"Octubre","Domingo",3,"Quetzaltenango","Urbano",1,"Hombre",36,"35-39","Lesionados","Motocicleta","Colision"
7,"Abril","Miercoles",20,"Quetzaltenango","Urbano",8,"Hombre",33,"30-34","Fallecidos","Motocicleta","Colision"
31,"Julio","Sabado",2,"Quetzaltenango","Rural",99,"Hombre",30,"30-34","Lesionados","Motocicleta","Colision"
27,"Octubre","Miercoles",9,"Quetzaltenango","Urbano",99,"Mujer",38,"35-39","Lesionados","Motocicleta","Colision"
13,"Octubre","Miercoles",5,"Quetzaltenango","Urbano",99,"Hombre",41,"40-44","Lesionados","Motocicleta","Colision"
